,url,city,city2,name_hotel,score,coordinates,text_description
263,https://www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html,Bayeux,,Hotel Reine Mathilde,"8,4","-0.729312459909215,49.2580661691929,-0.674137313879237,49.2939970023391","[""L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. Il propose une connexion Wi-Fi gratuite et des chambres modernes avec salle de bains privative."", 'Les chambres sont décorées dans des couleurs chaudes et neutres. Chacune comprend une télévision et un bureau. La salle de bains privative comporte un sèche-cheveux.', 'Un petit-déjeuner buffet est servi tous les jours. Le restaurant Le Garde Manger offre un service continu toute la journée. Vous pourrez savourer un grand choix de plats traditionnels dans la salle de restaurant ou sur la terrasse exposée au sud.', ""L'hôtel Reine Mathilde se trouve à respectivement 19 et 24 km du Musée américain et du Musée mémorial d'Omaha Beach. ""]"
264,https://www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html,Bayeux,,Château de Bellefontaine,"8,1","-0.716423609573616,49.2517748245738,-0.661255499999749,49.28770565772","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Château de Bellefontaine\xa0! "", ' pour économiser.', ""À 800 mètres du centre de Bayeux et de sa cathédrale, l'établissement Château de Bellefontaine est un manoir du XVIIIe siècle proposant des chambres et un restaurant traditionnel ouvert pour le dîner sur réservation. Comptant des arbres vieux de 200 ans, le parc comporte un court de tennis et un étang."", ""Chaque chambre décorée individuellement dispose d'un minibar, d'une connexion Wi-Fi gratuite et d'une télévision à écran plat. Les salles de bains comprennent un sèche-cheveux, des articles de toilette gratuits et une baignoire ou une douche. Certaines possèdent un coin salon."", ""Vous aurez l'occasion de savourer un petit-déjeuner buffet tous les matins. Un petit-déjeuner continental pourra également être servi dans votre chambre à un tarif réduit. Après le petit-déjeuner, vous aurez la possibilité d'utiliser l'ordinateur du salon, qui bénéficie d'une connexion Internet. Le salon comporte également une cheminée."", 'La gare de Bayeux se trouve à 1 km. Le parking sur place est gratuit. ']"
265,https://www.booking.com/hotel/fr/besthotel_lille.fr.html,Lille,,Best Hôtel Lille,"7,5","3.02353132384339,50.6080741302258,3.08027517182311,50.644004963372","['Le Best Hôtel Lille est un hôtel-restaurant situé dans le centre-ville de Lille, à proximité de la station de métro Gambetta, à 300 mètres de la Maison Folie de Wazemmes et à 1 km du musée des beaux-arts. Le Lille Grand Palais se trouve à 2 km.', ""Cet établissement est idéal pour les voyages d'affaires et les séjours de loisirs. Facilement accessible par les routes principales, il propose un parking couvert sécurisé, un local à vélos et un restaurant buffet."", ""Les chambres disposent d'un bureau et d'une connexion Wi-Fi haut débit gratuite."", 'Le centre de conventions Nouveau Siècle est à 1,6 km. ']"
266,https://www.booking.com/hotel/fr/hoteldebrunville.fr.html,Bayeux,,Hôtel De Brunville et La Table du Grand Luxembourg,"7,9","-0.731102682552238,49.2601922697571,-0.675925158062081,49.2961231029033","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel De Brunville et La Table du Grand Luxembourg\xa0! "", ' pour économiser.', ""Situé à seulement 400 mètres de la cathédrale de Bayeux, l'Hôtel De Brunville et La Table du Grand Luxembourg propose un restaurant doté d'une cour avec jardin, au cœur de la ville médiévale. Desservies par un ascenseur, les chambres avec salle de bains privative sont équipées d'une télévision par satellite. L'établissement possède une piscine extérieure chauffée accessible tout au long de l'année."", ""L'Hôtel De Brunville et La Table du Grand Luxembourg sert un petit-déjeuner buffet tous les matins. Vous pourrez également déguster des produits régionaux frais dans le restaurant sur place et commander des boissons au bar-salon."", ""L'établissement se trouve à 650 mètres du musée de la tapisserie et à un peu plus de 1 km de la gare de Bayeux. ""]"
267,https://www.booking.com/hotel/fr/arembault-appart.fr.html,Lille,,Arembault Appart Hôtel,"6,9","3.03685439315608,50.6174895834269,3.09360960684392,50.6534204165731","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Arembault Appart Hôtel\xa0! "", ' pour économiser.', ""Offrant une vue sur la ville et une connexion Wi-Fi gratuite, l'Arembault Appart Hôtel propose des hébergements idéalement situés dans le centre de Lille, à proximité de la Grand-Place, de l'opéra et de la gare de Lille-Flandres."", ""Tous les logements comprennent un coffre-fort, une télévision par satellite à écran plat, du matériel de repassage, un bureau et un coin salon avec canapé. Leur cuisine est équipée d'un lave-vaisselle et d'un micro-ondes. Leur salle de bains privative est pourvue d'une douche et d'un sèche-cheveux."", ""Vous séjournerez à proximité du grand magasin Printemps, de l'Hospice Gantois et du Zénith de Lille. L'aéroport de Lille, le plus proche, est implanté à 12 km. ""]"
268,https://www.booking.com/hotel/fr/appart-city-lille-grand-palais.fr.html,Lille,,Appart'City Confort Lille Grand Palais,"7,2","3.05276021619451,50.6110925613351,3.1095077071606,50.6470233944813","[""Dans le centre-ville de Lille, l’établissement Appart’City Confort Lille Grand Palais vous accueille à 700 mètres du Grand Palais et à 15 minutes en voiture du centre de conventions de Lille Grand Palais. Il possède des appartements modernes dotés d'une connexion Wi-Fi gratuite et d'une télévision à écran plat. Un parking public est disponible sur place."", 'Insonorisés et desservis par un ascenseur, les appartements comptent une kitchenette équipée d’un micro-ondes, d’un réfrigérateur et d’une cafetière. Il sont dotés d’un coin salon et d’un coin repas. Les salles de bains sont privatives.', 'Un petit-déjeuner buffet est servi du lundi au dimanche et se compose de différents pains, dont du pain sans gluten, des viennoiseries, des boissons fraîches et chaudes. Du fromage et des yaourts sont également proposés. Des distributeurs automatiques de boissons se trouvent à la réception.', 'Vous séjournerez à 1 km de la gare de Lille-Flandres, à 900 mètres de la station de métro Lille Grand Palais et à 12 minutes de route du stade Pierre-Mauroy. ']"
269,https://www.booking.com/hotel/fr/ibis-styles-lille-centre-gare-beffroi.fr.html,Lille,,ibis Styles Lille Centre Gare Beffroi,"7,8","3.03956710572068,50.6144170351449,3.09631860976394,50.6503478682911","['L’ibis Styles Lille Centre Gare Beffroi vous accueille dans le centre-ville de Lille, à 600 mètres des gares de Lille-Europe et de Lille-Flandres. Le centre des congrès Lille Grand Palais et le complexe Nouveau Siècle se trouvent à 1 km.', 'Toutes les chambres comprennent une télévision à écran plat, une connexion Wi-Fi gratuite et une salle d’eau privative.', 'Chaque matin, le petit-déjeuner vous sera servi. Vous pourrez vous détendre avec une boisson dans le bar sur place. Des événements d’entreprise peuvent être organisés dans les 3 salles de réunion modernes.', 'Le quartier commerçant et d’affaires Euralille se trouve à 10 minutes de marche. Vous rejoindrez le stade Pierre-Mauroy en 15 minutes de route. ']"
270,https://www.booking.com/hotel/fr/misterbeddelille.fr.html,Lille,,Lille City Hotel,"7,0","3.03490469216875,50.6156334547845,3.09165766478011,50.6515642879307","['Le Lille City Hotel est un établissement abordable situé dans le centre-ville de Lille, dans une rue piétonne et commerçante, à 260 mètres du Palais des Beaux Arts, à 1,2 km de Lille Grand Palais et à 9 km du stade Pierre Mauroy. Les chambres sont équipées d’une télévision par satellite et d’une connexion Internet gratuite.', ""Toutes les chambres du Lille City Hotel sont climatisées et disposent d'un téléphone. Desservies par un ascenseur, elles sont également pourvues d’une salle de bains privative."", 'Le Lille City Hotel sert un petit-déjeuner buffet chaque matin. Vous trouverez de nombreux restaurants à quelques minutes de marche.', 'La gare de Lille-Flandres se situe à seulement 10 minutes à pied du Lille City Hotel. Enfin, l’opéra et le centre de conventions Le Nouveau Siècle sont à 600 mètres, tandis que le centre historique vous attend à 1 km. ']"
271,https://www.booking.com/hotel/fr/calm-lille.fr.html,Lille,,Hôtel Calm Lille,"7,5","3.04132974306109,50.6173225683389,3.09808475508643,50.6532534014851","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Calm Lille\xa0! "", ' pour économiser.', ""L'Hôtel Calm Lille est situé dans le centre-ville de Lille, à seulement 3 minutes à pied de la gare de Lille Flandres, ainsi qu'à 1 km du centre de conventions Grand Palais et de la salle de spectacle Le Nouveau Siècle. La connexion Wi-Fi est accessible gratuitement dans l'ensemble de l'établissement."", ""Les chambres sont équipées d'une télévision à écran plat, d'une salle de bains privative avec baignoire ou douche, d'une armoire et d'un bureau."", ""La réception de l'hôtel est ouverte 24h/24 et une bagagerie est à votre disposition. Vous pourrez emprunter un sèche-cheveux à la réception."", ""L'Hôtel Calm Lille se trouve à 26 km de Courtrai, à 44 km d'Arras et à 27 km d'Ypres. Vous séjournerez aussi à 8 km de l'aéroport de Lille-Lesquin et à 16 minutes en voiture du stade Pierre-Mauroy. ""]"
272,https://www.booking.com/hotel/fr/expressbyholidayinnlille.fr.html,Lille,,"Holiday Inn Express Lille Centre, an IHG Hotel","8,0","3.0297136494805,50.6127939590829,3.08646319416269,50.6487247922291","[""L'Holiday Inn Express Lille Centre est situé dans le centre de Lille, à 350 mètres du Palais des Beaux Arts et à 9 km du stade Pierre Mauroy. Vous séjournerez à 900 mètres du centre de conventions Le Nouveau Siècle et à 2 km de Lille Grand Palais."", ""Les chambres de l'Holiday Inn Express Lille Centre sont équipées d'une télévision à écran plat, d'un téléphone, d'un sèche-cheveux et d'un plateau/bouilloire. Elles sont toutes desservies par un ascenseur. Vous bénéficierez gratuitement d'une connexion Wi-Fi."", 'Un petit-déjeuner buffet est servi tous les matins.', ""L'Holiday Inn Express Lille Centre propose une réception ouverte 24h/24, un parking souterrain sécurisé (sous réserve de disponibilité), une salle de réunion et un service de nettoyage à sec."", ""La station de métro la plus proche est celle de République Beaux Arts, qui vous permettra d'accéder directement aux gares Lille Europe et Lille Flandres. L'hôtel se trouve à 800 mètres de la grand-place et à 1,5 km de la citadelle de Lille. ""]"
273,https://www.booking.com/hotel/fr/auberge-saint-pierre.fr.html,Le Mont-Saint-Michel,,Auberge Saint Pierre,"7,9","-1.53711820547634,48.6177225621183,-1.48264681394047,48.6536533952645","[""L'Auberge Saint-Pierre occupe une maison à colombages du XIVe siècle située au Mont-Saint-Michel, une île accessible à marée basse. Elle allie le charme d'époque des poutres apparentes à des éléments de confort moderne comme une télévision et une connexion Wi-Fi gratuite. "", ""Les chambres de l'Auberge Saint Pierre disposent d'une salle de bains privative avec une baignoire ou une douche. Certaines offrent une vue sur la mer. "", ""L'établissement sert un petit-déjeuner buffet tous les matins. Vous pourrez prendre vos repas au restaurant authentique présent sur place qui sert une cuisine normande traditionnelle et des plats de poisson."", ""Installé dans la rue principale menant à l'abbaye, cet hôtel constitue un pied-à-terre idéal pour visiter le mont Saint-Michel. Certaines chambres se trouvent dans 2 bâtiments séparés accessibles par de nombreuses marches. ""]"
274,https://www.booking.com/hotel/fr/lille-europe.fr.html,Lille,,Hotel Lille Europe,"8,0","3.04430592772817,50.6199221461703,3.10106407883311,50.6558529793165","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Lille Europe\xa0! "", ' pour économiser.', ""L'Hotel Lille Europe est un établissement 3 étoiles situé au cœur du quartier des affaires international, à seulement 250 mètres de la gare de Lille-Flandres et à 17 minutes de route du stade Pierre-Mauroy. Il propose une réception ouverte 24h/24 et une connexion Internet gratuite."", ""Présentant une décoration colorée, les chambres sont insonorisées et disposent d'une télévision par câble. Leur salle de bains privative est pourvue d'un sèche-cheveux. Toutes les chambres sont desservies par un ascenseur."", ""Un petit-déjeuner buffet est servi tous les matins dans la salle prévue à cet effet. Cette dernière est dotée d'un micro-ondes et d'une vue panoramique sur les environs."", ""L'établissement est accessible par l'autoroute N356. Vous séjournerez à 750 mètres de l'Opéra de Lille, à 10 minutes de marche de la cathédrale Notre-Dame-de-la-Treille, à 1,1 km du centre de conventions Nouveau Siècle et à 1,3 km du Grand Palais. Un parking privé sur place est disponible uniquement sur demande. ""]"
275,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html,Le Mont-Saint-Michel,,Le Relais Saint Michel,"7,8","-1.53762208153347,48.5996218550758,-1.48317022393605,48.635552688222","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Relais Saint Michel\xa0! "", ' pour économiser.', ""Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. Les chambres de cet hôtel (à l'exception de la chambre lits jumeaux Saint-Michel avec vue intérieure) possèdent toutes une terrasse privée et certaines vous offrent une vue panoramique sur le Mont-Saint-Michel."", ""Insonorisées, confortables et spacieuses, les chambres sont dotées d'équipements modernes, dont un minibar et une connexion Wi-Fi gratuite. Leurs salles de bains sont privatives."", ""Le restaurant de l'hôtel vous servira une cuisine traditionnelle. Lors de votre séjour, vous pourrez prendre un verre ou un repas sur la terrasse qui offre une vue sur le Mont-Saint-Michel."", ""Un service de navette gratuit s'arrête en face de l'établissement et relie le célèbre Mont-Saint-Michel en seulement 10 minutes. Des gilets de sécurité vous seront proposés si vous souhaitez faire une promenade la nuit. Par ailleurs, si vous arrivez en voiture, vous pourrez profiter d'un espace de stationnement surveillé moyennant des frais supplémentaires. ""]"
276,https://www.booking.com/hotel/fr/okko-hotels-lille-centre.fr.html,Lille,,OKKO Hotels Lille Centre,"8,7","3.03585222687211,50.6161085834269,3.09260577312789,50.6520394165731","['Situé à Lille, l’OKKO Hotels Lille Centre propose un bar, un restaurant, un salon commun et une salle de sport. L’établissement vous propose notamment une réception ouverte 24h/24, un service d’étage et une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. Vous aurez aussi la possibilité de savourer un verre au snack-bar.', 'Les chambres climatisées de l’hôtel comportent un bureau, une machine à café, un coffre-fort, une télévision à écran plat ainsi qu’une salle de bains privative pourvue d’une douche. Chaque logement l’OKKO Hotels Lille Centre est doté de linge de lit et de serviettes de toilette.', 'Le matin, vous pourrez savourer un petit-déjeuner buffet ou continental.', 'Cet établissement 4 étoiles met à votre disposition un sauna et une terrasse.', ""Lors de votre séjour, vous pourrez profiter d’un centre d'affaires pourvu d’un fax et d’un photocopieur."", ""L'Hospice Gantois, la gare de Lille Flandres et le grand magasin Printemps se trouvent à proximité. L’aéroport de Lille-Lesquin, le plus proche, est à 11 km de l’établissement. ""]"
277,https://www.booking.com/hotel/fr/residence-lille-europe.fr.html,Lille,,Séjours & Affaires Lille Europe,"7,2","3.04653100532021,50.6185048156425,3.10328744489227,50.6544356487887","[""La résidence Séjours & Affaires Lille Europe est située dans le centre-ville de Lille, au cœur du quartier des affaires. Vous séjournerez entre les gares Lille-Flandres et Lille-Europe, à moins de 600 mètres de chacune. L'établissement propose des appartements avec connexion Internet gratuite à 8 km du stade Pierre Mauroy, à 1,2 km du centre de conventions Nouveau Siècle et à 850 mètres du Grand Palais de Lille."", ""Tous les studios et appartements comprennent une télévision par câble à écran plat. Chacun dispose d'un bureau, d'un canapé-lit et d'une salle de bains privative avec baignoire ou douche."", ""Un petit-déjeuner buffet est servi chaque matin. Vous pourrez préparer les autres repas dans votre kitchenette entièrement équipée pourvue d'un coin repas et de plaques de cuisson."", ""La résidence Séjours & Affaires Lille Europe est facilement accessible depuis l'autoroute N356, à 12 minutes de route. Enfin, vous rejoindrez la citadelle de Lille en 30 minutes de marche et l'aéroport de Lille-Lesquin se trouve à 10,8 km. ""]"
278,https://www.booking.com/hotel/fr/hotel-gabriel.fr.html,Le Mont-Saint-Michel,,Hotel Gabriel,"7,9","-1.53793471039279,48.5974159971103,-1.48348523198621,48.6333468302565","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Gabriel\xa0! "", ' pour économiser.', 'L’Hotel Gabriel se trouve à 1,6 km du Mont-Saint-Michel. L’établissement est à seulement 25 minutes à pied des remparts de la vieille ville. Il propose une connexion Wi-Fi gratuite ainsi que des chambres avec salle de bains privative.', ""Accessibles par des escaliers, les chambres spacieuses de l'hôtel comprennent la télévision par satellite. Chaque hébergement dispose d’une salle de bains pourvue d’une douche."", 'Un petit-déjeuner buffet est disponible tous les matins. La Rôtisserie sert des spécialités normandes et bretonnes.', 'L’Hotel Gabriel est situé à 6 minutes en voiture de l’autoroute E401. Vous séjournerez également à 7,3 km de la gare TGV de Pontorson qui dessert Paris. ']"
279,https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html,Le Mont-Saint-Michel,,Les Terrasses Poulard,"7,3","-1.53761423137484,48.6173840090681,-1.48314320537748,48.6533148422143","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Terrasses Poulard\xa0! "", ' pour économiser.', ""Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l'établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue."", ""Décorées dans un style moderne, les chambres sont accessibles par des escaliers. Certaines présentent de grandes fenêtres donnant sur la baie. Toutes sont dotées d'une télévision et d'une salle de bains privative."", ""Le petit-déjeuner est servi au restaurant de l'Auberge de la Mère Poulard, à 2 minutes à pied. Spécialisé dans la cuisine française et régionale, le restaurant est aussi ouvert pour le déjeuner et le dîner. Vous pourrez également prendre vos repas, des boissons et des collations au restaurant La Confiance sur place."", ""L'établissement Les Terrasses Poulard comporte un bar, ainsi qu'une réception ouverte 24h/24 avec une bagagerie."", 'La région constitue un cadre idéal pour diverses activités telles que la pêche, le vélo et la randonnée à pied. ']"
280,https://www.booking.com/hotel/fr/la-mere-poulard.fr.html,Le Mont-Saint-Michel,,La Mère Poulard,"7,0","-1.53777502133808,48.6171199006609,-1.48330428049602,48.6530507338071","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Mère Poulard\xa0! "", ' pour économiser.', ""Occupant un bâtiment historique, l'hôtel La Mère Poulard jouit d'un emplacement idéal au cœur du Mont-Saint-Michel. Décorées dans un style classique, ses chambres donnent sur la baie, l'abbaye ou la cité médiévale."", ""Toutes les chambres de l'hôtel La Mère Poulard sont équipées d'une télévision à écran plat et d'une connexion Wi-Fi gratuite. Leur salle de bains privative comporte une baignoire."", ""Au prestigieux restaurant de l'hôtel La Mère Poulard, vous pourrez savourer des plats traditionnels dont sa fameuse omelette connue dans le monde entier. Vous pourrez tranquillement prendre un verre au piano-bar qui surplombe la baie du Mont-Saint-Michel."", ""L'hôtel possède un magasin spécialisé dans les produits gastronomiques régionaux. La réception est ouverte 24h/24."", 'Vous pourrez choisir parmi de nombreuses activités dont les randonnées pédestres, les balades à vélo ou bien la visite du Mont-Saint-Michel. Avranches se trouve à 23 minutes de route et Saint-Malo à 45 minutes de La Mère Poulard. ']"
281,https://www.booking.com/hotel/fr/de-la-digue.fr.html,Le Mont-Saint-Michel,,Hotel De La Digue,"7,1","-1.53814339058278,48.5989161328681,-1.48369229419352,48.6348469660143","[""L'hôtel De La Digue est un établissement traditionnel situé en Normandie, à seulement 5 minutes en navette ou à 30 minutes de marche du Mont-Saint-Michel. La connexion Wi-Fi est gratuite dans l'ensemble des locaux. Le restaurant sur place sert une cuisine française classique et offre une vue panoramique sur le Mont-Saint-Michel."", ""Spacieuses et joliment décorées, les chambres sont dotées d'une télévision. Certaines chambres doubles donnent sur la rivière Couesnon."", ""Vous pourrez prendre un verre au bar de l'hôtel ou sur la terrasse. ""]"
282,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html,Le Mont-Saint-Michel,,Le Mouton Blanc,"7,0","-1.537131797379,48.618057567874,-1.48266004412795,48.6539884010202","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Mouton Blanc\xa0! "", ' pour économiser.', ""Situé au pied de l'abbaye, le Mouton Blanc Hotel vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables avec une décoration simple et accueillante."", 'Les chambres sont réparties dans 3 bâtiments dont un offre des vues sur le Mont-Saint-Michel et un autre comporte des chambres de style médiéval.', 'Le restaurant du Mouton Blanc vous servira une cuisine locale traditionnelle dans la salle à manger ou sur la terrasse. Vous dégusterez aussi un petit-déjeuner chaque matin.', ""Enfin lors de votre séjour au Mouton Blanc Hotel, vous pourrez bénéficier de services personnalisés sur demande pour des visites, des loisirs et d'autres activités. ""]"
283,https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html,Le Mont-Saint-Michel,,La Vieille Auberge,"7,1","-1.53869289822871,48.6180975834269,-1.48422110177129,48.6540284165731","['La Vieille Auberge vous accueille dans le village médiéval du Mont-Saint-Michel, à quelques pas de la célèbre abbaye du Mont-Saint-Michel. L’établissement propose une connexion Wi-Fi gratuite, un restaurant et une terrasse avec vue sur la baie du Mont-Saint-Michel.', 'Les chambres sont aménagées dans 2 bâtiments annexes et accessibles par de multiples escaliers. Un bâtiment comprend des chambres standard donnant sur la rue principale et l’autre bâtiment, situé en haut du village, abrite des chambres avec vue sur la mer. Tous les logements disposent d’une télévision à écran plat et d’une salle de bains privative avec une baignoire ou une douche.', 'L’hôtel comporte un bar et un restaurant servant une cuisine française traditionnelle.', 'Vous séjournerez à 24 km d’Avranches et à 49 km de Cancale. La ville de Dol-de-Bretagne se trouve à 30 km. ']"
284,https://www.booking.com/hotel/fr/mont-saint-michel.fr.html,Le Mont-Saint-Michel,,Mercure Mont Saint Michel,"8,2","-1.53776914256384,48.5962811130198,-1.48332088810633,48.632211946166","[""Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de nombreuses places de parking gratuites."", ""Les chambres du Mercure Mont Saint Michel sont dotées de la climatisation, d'un plateau/bouilloire et d'une télévision par satellite/câble à écran plat."", 'Le restaurant Le Pré Salé, célèbre dans la région, prépare de délicieux fruits de mer ainsi que des spécialités régionales. Le bar Le Normandy sert des boissons dans un cadre convivial et décontracté.', 'Le Mercure Mont Saint Michel vous accueille à 6,5 km de Pontorson et à 52 km de Saint-Malo. ']"
285,https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html,Le Mont-Saint-Michel,,Le Saint Aubert,"7,1","-1.5373285546326,48.5949724181334,-1.48288171148068,48.6309032512796","['Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial.', 'Cet établissement vous propose des chambres paisibles et confortables entourées de jardins fleuris.', ""Après une journée de découverte du Mont-Saint-Michel, vous pourrez déguster une délicieuse cuisine régionale dans le cadre pittoresque d'une ancienne ferme."", ""Le personnel serviable sera heureux de vous recommander un grand nombre de sites d'intérêt et les visites à faire dans la région. ""]"
286,https://www.booking.com/hotel/fr/ibis-strasbourg-centre-gare.fr.html,Strasbourg,,ibis Strasbourg Centre Gare,"7,7","7.70936251379726,48.5665297792217,7.76377870928581,48.6024606123679","[""Situé en face de la gare, l'ibis Strasbourg Centre Gare possède une réception ouverte 24h/24, un bar, une connexion Wi-Fi gratuite dans l'ensemble de ses locaux ainsi que des hébergements climatisés avec télévision par câble à écran LCD."", ""Les chambres climatisées et insonorisées comprennent un téléphone, une télévision par câble ainsi qu'une salle de bains privative pourvue d'un sèche-cheveux et d'une baignoire ou d'une douche."", ""Chaque matin, vous pourrez savourer un petit-déjeuner buffet, composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines fraîches sont également disponibles, de même qu'une boisson chaude et un fruit à emporter. En dehors des horaires réguliers, un petit-déjeuner plus léger est proposé à partir de 4h00. Par ailleurs, le bar de l'hôtel sert des boissons et des collations 24h/24 et 7j/7."", ""L'ibis Strasbourg Centre Gare se trouve à proximité des autoroutes A4 et A35, à 15 minutes de marche de la cathédrale Notre-Dame et à 11 km de l'aéroport international de Strasbourg. Enfin, un parking public tout proche est accessible moyennant des frais supplémentaires. ""]"
287,https://www.booking.com/hotel/fr/hotel-regent-contades.fr.html,Strasbourg,,"Régent Contades, BW Premier Collection","8,7","7.731101594951,48.5677743022548,7.78551913044229,48.603705135401","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Régent Contades, BW Premier Collection\xa0! "", ' pour économiser.', ""Le Regent Contades, BW Premier Collection est situé dans le centre-ville de Strasbourg, au bord de la rivière Ill et à 10 minutes à pied de la cathédrale. Ses hébergements insonorisés disposent d'une salle de bains privative et d'un accès gratuit au sauna."", ""Chaque chambre présente un décor Belle-Époque et est desservie par un ascenseur. Elles sont également équipées d’une télévision par satellite et d'une radio."", 'Le bar The Regency, situé au rez-de-chaussée, sert une variété de boissons et de cocktails. Il propose également une liste impressionnante de whiskies internationaux.', ""Vous aurez le choix entre un petit-déjeuner buffet ou continental servis respectivement dans le salon ou dans votre chambre. Enfin, la réception de l'hôtel est ouverte 24h/24 et des journaux gratuits sont disponibles sur demande. ""]"
288,https://www.booking.com/hotel/fr/residence-park-affaires.fr.html,Strasbourg,,Cerise Strasbourg,"7,5","7.71868647938825,48.542550650278,7.77307687395953,48.5784814834242","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Cerise Strasbourg\xa0! "", ' pour économiser.', 'Dotée d’une réception ouverte 24h/24, la résidence Cerise Strasbourg propose des studios et des appartements indépendants modernes à 750 mètres du stade de la Meinau. Vous séjournerez à 5 minutes à pied de l’arrêt de tramway Lycée Couffignal, qui vous permettra de rejoindre directement le centre de Strasbourg en 10 minutes.', 'Les appartements et les studios du Cerise Strasbourg comprennent une connexion Wi-Fi gratuite, une salle de bains privative et une kitchenette avec micro-ondes. Une télévision et un ventilateur sont également fournis. Les logements sont tous desservis par un ascenseur.', 'Le Cerise Strasbourg propose un petit-déjeuner buffet quotidien, un service de blanchisserie, un local à vélos et un parking surveillé situé sur place. Vous pourrez prendre vos repas dans l’un des restaurants partenaires de l’établissement, réserver un panier-repas sur place ou vous faire livrer pour manger dans le confort de votre chambre.', 'La résidence Cerise Strasbourg se trouve à seulement 20 minutes en voiture du Parlement européen, accessible directement en tramway. ']"
289,https://www.booking.com/hotel/fr/ibis-strasbourg-avenue-du-rhin.fr.html,Strasbourg,,ibis Styles Strasbourg Avenue du Rhin,"8,1","7.75036904354493,48.5514005834269,7.80476895645501,48.5873314165731","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement ibis Styles Strasbourg Avenue du Rhin\xa0! "", ' pour économiser.', ""L'ibis Styles Strasbourg Avenue du Rhin vous accueille à Strasbourg, à 10 minutes de route de la cathédrale, du quartier de La Petite France et du Parlement européen. La clinique Rhena se trouve à 1,2 km."", ""Les chambres climatisées comprennent une connexion Wi-Fi gratuite et une télévision à écran plat. Décorées dans un style moderne, elles sont également pourvues d'une salle de bains avec douche à l'italienne et sèche-cheveux."", ""L'ibis Styles Strasbourg Avenue du Rhin possède un bar décoré dans un style contemporain. Un petit-déjeuner buffet est servi chaque matin."", ""L'hôtel se trouve à 4,6 km de la gare de Strasbourg, à 13 km de l'aéroport de Strasbourg Entzheim et à 3 km de l'autoroute A4. Un parking souterrain privé est disponible sur place. L'ibis Styles Strasbourg Avenue du Rhin se situe à côté de l'arrêt de tramway Aristide Briand. Enfin, vous séjournerez à 40 minutes en voiture du parc à thème Europa-Park et à 1 km de la frontière allemande. ""]"
290,https://www.booking.com/hotel/fr/residhome-strasbourg-kleber.fr.html,Strasbourg,,Séjours & Affaires Strasbourg Kleber,"7,9","7.71564472287174,48.5652312552711,7.7700595203114,48.6011620884173","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Séjours & Affaires Strasbourg Kleber\xa0! "", ' pour économiser.', 'Cette résidence propose un hébergement individuel confortable. Elle se trouve dans une rue calme du centre-ville, à 5 minutes à pied du quartier historique de la Petite France et de la cathédrale de Strasbourg.', ""Les studios de la résidence Séjours & Affaires Strasbourg Kleber sont équipés d'un accès Internet filaire gratuit et sont accessibles par un ascenseur. Ils disposent également d'une télévision à écran plat, d'un bureau et d'une salle de bains privative. Tous les studios sont dotés d'une kitchenette entièrement équipée."", 'La résidence Séjours & Affaires Strasbourg Kleber est accessible en voiture et un parking public se trouve à 2 minutes. Elle est bien desservie par le tramway, qui vous permettra de vous rendre dans le reste de la ville, et est située à seulement 10 minutes à pied de la gare. ']"
